GENRE,GENRE_Pred_NB,GENRE_Pred_NB_oversampled,GENRE_Pred_NB_undersampled,GENRE_Pred_logistic_reg,GENRE_Pred_logistic_reg_oversampled,GENRE_Pred_logistic_reg_undersampled
thriller,drama,crime,crime,drama,crime,crime
game-show,documentary,game-show,game-show,game-show,game-show,game-show
adult,drama,adult,adult,comedy,adult,musical
drama,drama,drama,romance,drama,drama,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,thriller,horror,drama,drama,horror
romance,drama,romance,romance,drama,romance,animation
documentary,documentary,reality-tv,talk-show,documentary,reality-tv,talk-show
drama,drama,adult,thriller,drama,thriller,adult
documentary,documentary,biography,biography,documentary,documentary,biography
talk-show,documentary,reality-tv,talk-show,comedy,history,talk-show
animation,documentary,talk-show,documentary,documentary,reality-tv,biography
documentary,drama,drama,drama,drama,drama,drama
comedy,documentary,short,comedy,comedy,comedy,comedy
drama,drama,musical,musical,drama,musical,musical
drama,drama,drama,drama,drama,comedy,drama
comedy,drama,comedy,adult,comedy,comedy,animation
horror,drama,thriller,horror,drama,drama,horror
comedy,drama,comedy,comedy,comedy,comedy,comedy
documentary,documentary,short,short,documentary,short,short
animation,drama,mystery,crime,comedy,crime,crime
drama,drama,romance,romance,comedy,comedy,romance
documentary,documentary,biography,crime,drama,drama,crime
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,drama,drama,drama,drama,documentary
documentary,documentary,music,music,documentary,documentary,music
animation,drama,animation,sci-fi,comedy,action,comedy
comedy,drama,comedy,game-show,comedy,comedy,family
short,drama,thriller,thriller,horror,thriller,thriller
documentary,documentary,reality-tv,news,comedy,comedy,news
drama,drama,drama,drama,drama,drama,drama
comedy,documentary,adventure,sci-fi,comedy,comedy,action
comedy,drama,comedy,adult,comedy,comedy,adult
drama,documentary,documentary,adult,documentary,drama,adult
documentary,documentary,documentary,western,documentary,documentary,western
drama,drama,drama,fantasy,drama,fantasy,fantasy
documentary,drama,comedy,romance,documentary,documentary,romance
documentary,documentary,short,short,short,short,short
documentary,documentary,documentary,war,documentary,documentary,war
comedy,drama,comedy,crime,comedy,comedy,crime
documentary,documentary,documentary,romance,documentary,documentary,romance
comedy,drama,horror,drama,drama,drama,drama
comedy,documentary,comedy,sci-fi,comedy,comedy,sci-fi
drama,drama,short,talk-show,drama,drama,talk-show
reality-tv,drama,reality-tv,game-show,reality-tv,reality-tv,game-show
documentary,documentary,comedy,adventure,comedy,thriller,documentary
documentary,documentary,documentary,history,documentary,documentary,history
documentary,documentary,comedy,news,documentary,documentary,news
drama,drama,documentary,drama,drama,short,drama
western,drama,western,western,western,western,western
comedy,drama,comedy,drama,comedy,comedy,drama
horror,drama,drama,horror,drama,drama,horror
sci-fi,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
family,drama,comedy,romance,drama,comedy,drama
sport,documentary,sport,sport,sport,sport,sport
documentary,documentary,documentary,news,drama,drama,news
documentary,drama,drama,drama,drama,drama,drama
drama,drama,short,family,short,short,family
romance,drama,comedy,family,comedy,comedy,family
comedy,drama,drama,romance,drama,drama,romance
documentary,drama,short,horror,drama,drama,horror
comedy,drama,comedy,comedy,comedy,comedy,comedy
comedy,drama,drama,horror,drama,drama,drama
drama,drama,comedy,adult,comedy,comedy,adult
sci-fi,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
documentary,documentary,documentary,news,documentary,documentary,news
short,drama,thriller,crime,drama,drama,fantasy
short,documentary,action,war,short,adventure,short
horror,drama,horror,horror,horror,horror,horror
comedy,drama,comedy,action,comedy,comedy,action
drama,drama,drama,drama,drama,drama,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
biography,documentary,documentary,biography,documentary,documentary,animation
documentary,documentary,documentary,comedy,documentary,documentary,comedy
documentary,documentary,thriller,action,drama,drama,action
drama,drama,drama,war,drama,drama,war
drama,drama,comedy,thriller,comedy,comedy,comedy
drama,drama,drama,thriller,drama,drama,thriller
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,documentary,documentary,drama,drama,drama,drama
documentary,documentary,documentary,news,documentary,documentary,news
sport,documentary,sport,sport,documentary,sport,sport
documentary,documentary,documentary,short,documentary,documentary,short
short,drama,drama,mystery,documentary,documentary,mystery
horror,documentary,short,biography,drama,drama,biography
drama,drama,romance,horror,drama,drama,action
action,drama,horror,horror,horror,horror,fantasy
drama,drama,drama,war,drama,drama,action
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,comedy,game-show,comedy,comedy,short
comedy,drama,action,western,comedy,comedy,western
short,drama,comedy,game-show,comedy,comedy,talk-show
comedy,documentary,reality-tv,music,comedy,comedy,music
drama,drama,drama,romance,drama,drama,romance
drama,drama,short,reality-tv,comedy,romance,reality-tv
documentary,documentary,biography,biography,documentary,biography,biography
action,drama,action,thriller,drama,action,thriller
sport,documentary,sport,sport,sport,sport,sport
short,drama,thriller,mystery,drama,short,crime
documentary,drama,drama,short,documentary,short,short
short,documentary,documentary,talk-show,documentary,documentary,short
drama,drama,drama,drama,drama,drama,drama
short,documentary,family,family,family,family,family
comedy,documentary,comedy,news,comedy,news,news
drama,drama,short,horror,drama,drama,horror
documentary,drama,documentary,horror,documentary,drama,horror
comedy,drama,comedy,romance,comedy,comedy,romance
short,drama,drama,drama,drama,drama,drama
drama,documentary,documentary,biography,documentary,documentary,adult
drama,drama,romance,romance,drama,romance,romance
documentary,documentary,documentary,reality-tv,documentary,documentary,reality-tv
drama,drama,comedy,thriller,comedy,comedy,horror
documentary,drama,drama,thriller,drama,short,crime
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,sport,sport,documentary,sport,sport
drama,drama,action,western,drama,drama,western
western,drama,western,western,western,western,western
documentary,documentary,documentary,horror,documentary,documentary,music
action,documentary,sport,sport,sport,sport,sport
short,drama,comedy,comedy,drama,comedy,comedy
drama,drama,drama,war,drama,drama,war
comedy,drama,drama,adult,drama,comedy,adult
adventure,drama,adventure,adventure,adventure,adventure,adventure
documentary,documentary,documentary,history,documentary,documentary,history
short,documentary,documentary,history,documentary,documentary,musical
music,drama,animation,animation,short,short,animation
documentary,documentary,documentary,horror,documentary,documentary,horror
documentary,documentary,sport,sport,documentary,documentary,sport
thriller,drama,thriller,romance,drama,thriller,romance
documentary,documentary,short,documentary,documentary,documentary,documentary
short,documentary,short,sci-fi,documentary,sci-fi,sci-fi
short,drama,comedy,drama,comedy,comedy,drama
drama,drama,action,crime,documentary,action,action
drama,drama,adult,adult,comedy,adult,adult
documentary,documentary,sci-fi,fantasy,short,fantasy,sci-fi
documentary,documentary,talk-show,game-show,documentary,documentary,adult
documentary,documentary,news,news,documentary,documentary,news
war,documentary,documentary,war,documentary,action,war
drama,drama,drama,thriller,short,thriller,thriller
drama,drama,crime,horror,horror,horror,sci-fi
drama,drama,action,action,action,action,action
comedy,drama,adventure,adult,drama,comedy,adult
documentary,documentary,documentary,war,documentary,adventure,animation
adventure,drama,western,western,western,western,western
short,documentary,short,sci-fi,short,short,short
news,documentary,reality-tv,talk-show,reality-tv,reality-tv,biography
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,drama,drama,drama,drama,drama,drama
drama,drama,drama,thriller,drama,drama,drama
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,music,music,documentary,music,music
documentary,documentary,documentary,documentary,documentary,documentary,documentary
sci-fi,drama,thriller,thriller,thriller,thriller,thriller
short,drama,drama,adult,drama,family,adult
drama,drama,drama,drama,drama,short,drama
documentary,documentary,documentary,drama,documentary,documentary,documentary
drama,drama,drama,romance,drama,drama,romance
drama,drama,drama,family,drama,drama,family
drama,drama,horror,horror,drama,horror,horror
history,documentary,history,musical,documentary,music,musical
thriller,drama,horror,horror,comedy,reality-tv,horror
crime,drama,action,crime,horror,horror,crime
short,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
thriller,drama,crime,thriller,short,thriller,fantasy
horror,drama,horror,fantasy,horror,horror,fantasy
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,mystery,drama,short,mystery
documentary,documentary,crime,crime,documentary,crime,crime
documentary,documentary,talk-show,talk-show,documentary,documentary,news
short,documentary,documentary,sci-fi,documentary,documentary,documentary
short,drama,thriller,thriller,drama,action,thriller
documentary,documentary,documentary,game-show,documentary,sport,sport
documentary,documentary,documentary,music,documentary,documentary,musical
drama,drama,horror,horror,drama,horror,thriller
drama,drama,drama,drama,drama,drama,drama
comedy,drama,comedy,romance,comedy,comedy,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
reality-tv,documentary,reality-tv,reality-tv,documentary,reality-tv,reality-tv
comedy,comedy,comedy,comedy,comedy,comedy,comedy
comedy,drama,drama,thriller,drama,drama,thriller
drama,drama,drama,drama,drama,drama,drama
drama,drama,horror,horror,horror,horror,horror
sport,documentary,action,game-show,reality-tv,reality-tv,sport
adult,drama,adult,adult,adventure,adventure,adult
western,comedy,comedy,comedy,comedy,comedy,comedy
horror,drama,drama,thriller,drama,drama,horror
comedy,drama,romance,drama,drama,drama,drama
comedy,drama,romance,drama,drama,romance,drama
drama,drama,comedy,drama,drama,drama,drama
drama,drama,drama,fantasy,drama,drama,fantasy
drama,drama,comedy,drama,drama,comedy,biography
